State,Starting Colonies,Maximum Colonies,Lost Colonies,Percent Loss,Added Colonies,Renovated Colonies,Percent Renovated,Year,loss_rate,quarter_label,Season,Region,year_extract_colony,Varroa Mites (Percent),Other pests and parasites (Percent),Diseases (percent),Pesticides (percent),Other (percent),Unknown (percent),year_extract_stressor
Connecticut,3600.0,3600.0,120.0,3.0,340.0,170.0,5.0,2018-Q2,3.3333333333333335,Q2,Spring,Northeast,2018,11.1,0.9,0.4,0.8,0.8,0.4,2018
Florida,250000.0,275000.0,56000.0,20.0,49000.0,68000.0,25.0,2018-Q2,20.363636363636363,Q2,Spring,South,2018,45.3,27.5,9.6,15.5,10.1,21.1,2018
Georgia,131000.0,137000.0,18000.0,13.0,35000.0,16000.0,12.0,2018-Q2,13.138686131386862,Q2,Spring,South,2018,53.0,25.9,13.8,14.8,31.4,10.1,2018
Hawaii,16500.0,16500.0,380.0,2.0,330.0,3100.0,19.0,2018-Q2,2.3030303030303028,Q2,Spring,West,2018,88.3,91.9,0.4,0.0,0.8,0.2,2018
Idaho,59000.0,94000.0,6500.0,7.0,14500.0,29000.0,31.0,2018-Q2,6.914893617021277,Q2,Spring,West,2018,51.6,3.7,3.0,18.5,4.1,4.4,2018
Illinois,10000.0,10500.0,2300.0,22.0,5000.0,2900.0,28.0,2018-Q2,21.904761904761905,Q2,Spring,Midwest,2018,13.7,7.8,6.7,6.6,9.9,2.4,2018
Indiana,8000.0,9500.0,1800.0,19.0,4000.0,730.0,8.0,2018-Q2,18.947368421052634,Q2,Spring,Midwest,2018,78.0,3.5,0.4,4.5,1.3,1.1,2018
Iowa,45000.0,47000.0,4300.0,9.0,15500.0,4800.0,10.0,2018-Q2,9.148936170212766,Q2,Spring,Midwest,2018,12.7,9.3,0.9,7.9,8.4,0.3,2018
Kansas,3900.0,3900.0,300.0,8.0,3500.0,2100.0,54.0,2018-Q2,7.6923076923076925,Q2,Spring,Midwest,2018,42.8,31.6,1.3,24.9,2.1,1.6,2018
Kentucky,5500.0,6000.0,910.0,15.0,1500.0,560.0,9.0,2018-Q2,15.166666666666668,Q2,Spring,South,2018,40.9,20.2,0.6,1.0,4.1,5.9,2018
Louisiana,48000.0,48000.0,1400.0,3.0,4900.0,4000.0,8.0,2018-Q2,2.9166666666666665,Q2,Spring,South,2018,8.1,5.9,0.2,0.8,1.2,1.3,2018
Maine,2200.0,23000.0,3100.0,13.0,430.0,790.0,3.0,2018-Q2,13.478260869565217,Q2,Spring,Northeast,2018,1.4,0.8,0.2,1.3,0.5,,2018
Maryland,7000.0,8000.0,370.0,5.0,2400.0,1200.0,15.0,2018-Q2,4.625,Q2,Spring,South,2018,11.8,3.4,0.8,0.3,4.4,0.4,2018
Massachusetts,3500.0,8000.0,260.0,3.0,910.0,350.0,4.0,2018-Q2,3.25,Q2,Spring,Northeast,2018,6.3,1.1,1.0,1.4,2.0,2.1,2018
Michigan,37000.0,70000.0,7500.0,11.0,23000.0,8500.0,12.0,2018-Q2,10.714285714285714,Q2,Spring,Midwest,2018,75.4,18.6,10.8,11.7,12.7,9.8,2018
Minnesota,69000.0,116000.0,8500.0,7.0,42000.0,25000.0,22.0,2018-Q2,7.327586206896551,Q2,Spring,Midwest,2018,12.9,9.3,7.2,6.0,8.0,20.7,2018
Mississippi,50000.0,50000.0,3400.0,7.0,4000.0,7000.0,14.0,2018-Q2,6.800000000000001,Q2,Spring,South,2018,44.6,26.2,0.0,0.2,3.5,2.2,2018
Missouri,7000.0,7000.0,390.0,6.0,2100.0,800.0,11.0,2018-Q2,5.571428571428571,Q2,Spring,Midwest,2018,11.8,13.2,0.8,1.5,8.3,2.6,2018
Montana,50000.0,176000.0,5500.0,3.0,17000.0,22000.0,13.0,2018-Q2,3.125,Q2,Spring,West,2018,42.9,4.7,3.3,1.7,0.9,1.2,2018
Nebraska,10500.0,46000.0,2100.0,5.0,4000.0,900.0,2.0,2018-Q2,4.565217391304348,Q2,Spring,Midwest,2018,5.0,1.4,1.4,4.2,9.0,5.5,2018
New Jersey,4400.0,15000.0,270.0,2.0,1300.0,170.0,1.0,2018-Q2,1.7999999999999998,Q2,Spring,Northeast,2018,16.5,3.3,,0.1,3.4,0.1,2018
New Mexico,1900.0,4300.0,50.0,1.0,1700.0,450.0,10.0,2018-Q2,1.1627906976744187,Q2,Spring,West,2018,0.3,0.1,0.3,0.0,0.2,1.0,2018
New York,20000.0,42000.0,2700.0,6.0,11000.0,2400.0,6.0,2018-Q2,6.428571428571428,Q2,Spring,Northeast,2018,39.6,20.0,15.0,6.6,16.7,3.7,2018
North Carolina,16000.0,17500.0,2500.0,14.0,4100.0,800.0,5.0,2018-Q2,14.285714285714285,Q2,Spring,South,2018,9.7,2.6,0.5,2.4,14.6,0.8,2018
North Dakota,74000.0,460000.0,23000.0,5.0,23000.0,64000.0,14.0,2018-Q2,5.0,Q2,Spring,Midwest,2018,34.8,7.9,4.9,4.7,4.9,4.3,2018
Ohio,11000.0,13000.0,1500.0,12.0,9000.0,2100.0,16.0,2018-Q2,11.538461538461538,Q2,Spring,Midwest,2018,38.8,30.7,1.7,2.7,21.6,1.5,2018
Oklahoma,15500.0,15500.0,1700.0,11.0,10500.0,6500.0,42.0,2018-Q2,10.967741935483872,Q2,Spring,South,2018,60.2,10.9,9.6,26.7,12.4,0.1,2018
Oregon,41000.0,107000.0,3400.0,3.0,17500.0,24000.0,22.0,2018-Q2,3.177570093457944,Q2,Spring,West,2018,46.1,3.5,8.1,6.6,15.6,0.2,2018
Pennsylvania,15500.0,19500.0,1100.0,6.0,6000.0,1600.0,8.0,2018-Q2,5.641025641025641,Q2,Spring,Northeast,2018,31.3,16.0,2.2,2.0,1.6,1.9,2018
South Carolina,14000.0,14000.0,1300.0,9.0,2600.0,4000.0,29.0,2018-Q2,9.285714285714286,Q2,Spring,South,2018,14.2,3.5,0.7,1.6,10.0,3.0,2018
South Dakota,10000.0,169000.0,17000.0,10.0,12500.0,65000.0,38.0,2018-Q2,10.059171597633137,Q2,Spring,Midwest,2018,55.1,40.4,7.3,3.8,37.5,,2018
Tennessee,8000.0,8000.0,1200.0,15.0,3800.0,1300.0,16.0,2018-Q2,15.0,Q2,Spring,South,2018,30.0,22.9,3.0,3.4,6.2,2.5,2018
Texas,305000.0,315000.0,38000.0,12.0,79000.0,71000.0,23.0,2018-Q2,12.063492063492063,Q2,Spring,South,2018,26.5,17.7,8.1,4.5,8.5,14.6,2018
Utah,14500.0,26000.0,1900.0,7.0,9500.0,4100.0,16.0,2018-Q2,7.307692307692308,Q2,Spring,West,2018,43.5,3.7,2.0,1.7,1.4,1.9,2018
Vermont,5500.0,6500.0,520.0,8.0,2600.0,140.0,2.0,2018-Q2,8.0,Q2,Spring,Northeast,2018,21.8,1.5,0.7,16.7,1.8,0.1,2018
Virginia,5000.0,6000.0,500.0,8.0,2600.0,700.0,12.0,2018-Q2,8.333333333333332,Q2,Spring,South,2018,22.7,18.8,3.2,1.3,23.1,1.5,2018
Washington,55000.0,122000.0,7500.0,6.0,15500.0,19000.0,16.0,2018-Q2,6.147540983606557,Q2,Spring,West,2018,55.9,9.4,7.6,7.6,7.1,0.6,2018
West Virginia,7000.0,7000.0,570.0,8.0,2300.0,550.0,8.0,2018-Q2,8.142857142857144,Q2,Spring,South,2018,13.8,7.5,0.9,2.9,13.6,7.9,2018
Wisconsin,26000.0,56000.0,6500.0,12.0,12000.0,7000.0,13.0,2018-Q2,11.607142857142858,Q2,Spring,Midwest,2018,32.1,16.9,18.3,27.1,29.5,0.8,2018
Wyoming,8500.0,28000.0,2300.0,8.0,5500.0,2200.0,8.0,2018-Q2,8.214285714285714,Q2,Spring,West,2018,9.6,0.1,2.1,2.1,2.7,3.7,2018
Other,4380.0,8670.0,380.0,4.0,1750.0,1030.0,12.0,2018-Q2,4.382929642445213,Q2,Spring,Other,2018,19.8,0.9,0.9,,3.5,0.2,2018
Alabama,8500.0,8500.0,1700.0,20.0,1600.0,1300.0,15.0,2018-Q3,20.0,Q3,Summer,South,2018,77.5,69.4,0.7,14.6,7.8,6.8,2018
Arizona,31000.0,31000.0,8000.0,26.0,3200.0,3100.0,10.0,2018-Q3,25.806451612903224,Q3,Summer,West,2018,52.5,2.3,4.5,3.8,15.0,27.6,2018
Arkansas,29000.0,29000.0,2300.0,8.0,2600.0,840.0,3.0,2018-Q3,7.931034482758621,Q3,Summer,South,2018,29.9,7.8,0.1,17.6,0.5,0.6,2018
California,590000.0,700000.0,73000.0,10.0,63000.0,141000.0,20.0,2018-Q3,10.428571428571429,Q3,Summer,West,2018,57.3,6.6,4.5,17.8,12.0,3.6,2018
Colorado,34000.0,35000.0,5000.0,14.0,1500.0,5000.0,14.0,2018-Q3,14.285714285714285,Q3,Summer,West,2018,72.6,16.6,5.6,2.9,8.5,4.5,2018
Connecticut,3200.0,3200.0,130.0,4.0,80.0,310.0,10.0,2018-Q3,4.0625,Q3,Summer,Northeast,2018,13.0,0.0,0.0,1.4,2.5,1.2,2018
Florida,197000.0,220000.0,30000.0,14.0,53000.0,40000.0,18.0,2018-Q3,13.636363636363635,Q3,Summer,South,2018,35.0,20.5,4.2,7.6,14.3,9.8,2018
Georgia,134000.0,138000.0,17000.0,12.0,27000.0,33000.0,24.0,2018-Q3,12.318840579710146,Q3,Summer,South,2018,49.8,20.4,2.4,27.7,6.0,7.2,2018
Hawaii,16500.0,16500.0,1800.0,11.0,1700.0,3000.0,18.0,2018-Q3,10.909090909090908,Q3,Summer,West,2018,88.3,89.4,0.1,0.1,0.1,0.0,2018
Idaho,82000.0,101000.0,14000.0,14.0,15000.0,21000.0,21.0,2018-Q3,13.861386138613863,Q3,Summer,West,2018,83.6,5.4,14.6,26.5,13.8,5.7,2018
Illinois,11000.0,11000.0,660.0,6.0,700.0,420.0,4.0,2018-Q3,6.0,Q3,Summer,Midwest,2018,21.2,10.6,2.1,5.1,1.5,7.0,2018
Indiana,11500.0,11500.0,990.0,9.0,520.0,1200.0,10.0,2018-Q3,8.608695652173912,Q3,Summer,Midwest,2018,29.5,12.2,1.4,20.6,5.0,0.5,2018
Iowa,56000.0,57000.0,3600.0,6.0,1200.0,990.0,2.0,2018-Q3,6.315789473684211,Q3,Summer,Midwest,2018,29.9,9.8,8.5,0.4,1.9,0.4,2018
Kansas,6000.0,6000.0,950.0,16.0,300.0,180.0,3.0,2018-Q3,15.833333333333332,Q3,Summer,Midwest,2018,76.8,51.1,6.6,8.0,23.7,7.9,2018
Kentucky,6500.0,7000.0,840.0,12.0,300.0,660.0,9.0,2018-Q3,12.0,Q3,Summer,South,2018,47.1,26.5,1.6,1.5,4.5,7.6,2018
Louisiana,53000.0,53000.0,1900.0,4.0,1600.0,2300.0,4.0,2018-Q3,3.5849056603773586,Q3,Summer,South,2018,31.3,29.9,0.2,1.7,1.0,1.6,2018
Maine,12500.0,12500.0,890.0,7.0,60.0,170.0,1.0,2018-Q3,7.12,Q3,Summer,Northeast,2018,37.0,1.0,1.1,0.0,3.5,0.5,2018
Maryland,7500.0,7500.0,360.0,5.0,580.0,680.0,9.0,2018-Q3,4.8,Q3,Summer,South,2018,11.7,6.0,0.3,0.6,1.1,3.8,2018
Massachusetts,8000.0,10000.0,2200.0,22.0,850.0,730.0,7.0,2018-Q3,22.0,Q3,Summer,Northeast,2018,75.9,11.2,10.7,10.1,1.1,10.3,2018
Michigan,88000.0,88000.0,8000.0,9.0,3000.0,22000.0,25.0,2018-Q3,9.090909090909092,Q3,Summer,Midwest,2018,92.4,13.8,1.1,23.8,19.5,18.6,2018
Minnesota,121000.0,127000.0,29000.0,23.0,1600.0,6500.0,5.0,2018-Q3,22.83464566929134,Q3,Summer,Midwest,2018,44.5,12.4,6.0,28.4,9.3,8.1,2018
Mississippi,16500.0,16500.0,2900.0,18.0,110.0,650.0,4.0,2018-Q3,17.575757575757574,Q3,Summer,South,2018,25.2,8.6,,0.5,7.5,7.2,2018
Missouri,10000.0,10000.0,540.0,5.0,260.0,410.0,4.0,2018-Q3,5.4,Q3,Summer,Midwest,2018,18.2,16.9,1.2,1.2,7.5,1.1,2018
Montana,145000.0,153000.0,18500.0,12.0,3100.0,22000.0,14.0,2018-Q3,12.091503267973856,Q3,Summer,West,2018,43.8,18.5,18.0,6.8,21.8,2.7,2018
Nebraska,52000.0,54000.0,6500.0,12.0,8500.0,5000.0,9.0,2018-Q3,12.037037037037036,Q3,Summer,Midwest,2018,24.1,3.2,5.9,6.5,4.3,4.0,2018
New Jersey,14000.0,14000.0,320.0,2.0,250.0,220.0,2.0,2018-Q3,2.2857142857142856,Q3,Summer,Northeast,2018,12.3,5.1,0.2,0.1,1.0,0.4,2018
New Mexico,6000.0,7000.0,1200.0,17.0,3800.0,1000.0,14.0,2018-Q3,17.142857142857142,Q3,Summer,West,2018,0.0,0.0,0.0,12.3,0.4,0.2,2018
New York,55000.0,56000.0,3900.0,7.0,3600.0,3700.0,7.0,2018-Q3,6.964285714285714,Q3,Summer,Northeast,2018,40.7,20.6,18.6,24.4,22.9,10.2,2018
North Carolina,18000.0,18000.0,2200.0,12.0,2600.0,2000.0,11.0,2018-Q3,12.222222222222221,Q3,Summer,South,2018,66.0,17.9,11.4,8.4,11.4,3.1,2018
North Dakota,455000.0,490000.0,59000.0,12.0,23000.0,14500.0,3.0,2018-Q3,12.040816326530612,Q3,Summer,Midwest,2018,52.6,11.5,9.6,10.4,10.9,1.2,2018
Ohio,16000.0,16000.0,1300.0,8.0,1300.0,2100.0,13.0,2018-Q3,8.125,Q3,Summer,Midwest,2018,58.9,40.9,2.6,1.3,11.9,1.2,2018
Oklahoma,2100.0,2100.0,370.0,18.0,20.0,10.0,,2018-Q3,17.61904761904762,Q3,Summer,South,2018,59.6,51.1,0.1,23.5,17.2,23.4,2018
Oregon,116000.0,117000.0,13000.0,11.0,3000.0,49000.0,42.0,2018-Q3,11.11111111111111,Q3,Summer,West,2018,57.2,2.8,7.0,45.1,10.7,0.8,2018
Pennsylvania,20000.0,21000.0,860.0,4.0,2900.0,2300.0,11.0,2018-Q3,4.095238095238096,Q3,Summer,Northeast,2018,23.5,8.1,1.9,1.6,1.7,2.6,2018
South Carolina,9500.0,11500.0,1400.0,12.0,670.0,1100.0,10.0,2018-Q3,12.173913043478262,Q3,Summer,South,2018,76.8,53.4,0.7,32.4,7.6,0.9,2018
South Dakota,168000.0,197000.0,22000.0,11.0,8000.0,6500.0,3.0,2018-Q3,11.16751269035533,Q3,Summer,Midwest,2018,54.7,32.9,3.3,8.5,45.0,1.6,2018
Tennessee,9000.0,9000.0,900.0,10.0,540.0,1000.0,11.0,2018-Q3,10.0,Q3,Summer,South,2018,70.6,53.2,0.7,13.2,5.6,2.1,2018
Texas,112000.0,124000.0,7500.0,6.0,7500.0,9500.0,8.0,2018-Q3,6.048387096774194,Q3,Summer,South,2018,18.8,4.4,0.4,6.2,2.8,0.9,2018
Utah,30000.0,30000.0,4400.0,15.0,970.0,1400.0,5.0,2018-Q3,14.666666666666666,Q3,Summer,West,2018,34.0,15.5,0.1,0.2,1.0,0.7,2018
Vermont,7000.0,7000.0,90.0,1.0,1200.0,80.0,1.0,2018-Q3,1.2857142857142856,Q3,Summer,Northeast,2018,29.3,4.9,4.3,24.1,0.3,0.0,2018
Virginia,7500.0,7500.0,610.0,8.0,1000.0,990.0,13.0,2018-Q3,8.133333333333333,Q3,Summer,South,2018,39.0,28.5,2.6,7.7,11.6,1.7,2018
Washington,76000.0,84000.0,12000.0,14.0,7000.0,3600.0,4.0,2018-Q3,14.285714285714285,Q3,Summer,West,2018,7.1,0.6,0.6,2.7,9.9,2.8,2018
West Virginia,7500.0,8000.0,520.0,7.0,170.0,1200.0,15.0,2018-Q3,6.5,Q3,Summer,South,2018,57.0,52.6,0.3,0.3,6.8,2.1,2018
Wisconsin,61000.0,69000.0,10000.0,14.0,2400.0,3800.0,6.0,2018-Q3,14.492753623188406,Q3,Summer,Midwest,2018,54.4,32.7,2.6,19.5,6.1,4.3,2018
Wyoming,33000.0,34000.0,3900.0,11.0,1800.0,3900.0,11.0,2018-Q3,11.470588235294118,Q3,Summer,West,2018,35.4,2.8,2.2,9.0,3.3,4.0,2018
Other,6490.0,9990.0,890.0,9.0,480.0,440.0,4.0,2018-Q3,8.90890890890891,Q3,Summer,Other,2018,22.8,2.4,1.3,2.9,4.9,0.7,2018
Alabama,6500.0,6500.0,830.0,13.0,210.0,1300.0,20.0,2018-Q4,12.769230769230768,Q4,Fall,South,2018,20.6,20.5,1.3,1.5,3.4,7.5,2018
Arizona,26000.0,27000.0,5000.0,19.0,2200.0,330.0,1.0,2018-Q4,18.51851851851852,Q4,Fall,West,2018,20.6,8.3,3.1,,7.1,3.0,2018
Arkansas,30000.0,31000.0,6000.0,19.0,110.0,230.0,1.0,2018-Q4,19.35483870967742,Q4,Fall,South,2018,82.8,7.1,0.0,73.5,5.3,2.2,2018
California,680000.0,1200000.0,170000.0,14.0,86000.0,46000.0,4.0,2018-Q4,14.166666666666666,Q4,Fall,West,2018,44.1,16.6,9.8,11.6,9.3,7.1,2018
Colorado,30000.0,30000.0,3500.0,12.0,370.0,10.0,,2018-Q4,11.666666666666666,Q4,Fall,West,2018,73.2,5.9,1.0,,6.1,1.2,2018
Connecticut,3500.0,3500.0,220.0,6.0,0.0,60.0,2.0,2018-Q4,6.2857142857142865,Q4,Fall,Northeast,2018,12.5,3.6,2.3,0.9,4.2,2.3,2018
Florida,240000.0,290000.0,43000.0,15.0,53000.0,20000.0,7.0,2018-Q4,14.827586206896552,Q4,Fall,South,2018,46.7,22.4,9.0,14.1,8.0,6.7,2018
Georgia,148000.0,164000.0,19500.0,12.0,6500.0,49000.0,30.0,2018-Q4,11.890243902439025,Q4,Fall,South,2018,41.4,17.4,9.2,6.9,5.6,7.8,2018
Hawaii,16000.0,16000.0,940.0,6.0,1700.0,6000.0,38.0,2018-Q4,5.875,Q4,Fall,West,2018,70.5,83.3,,0.0,0.1,0.0,2018
Idaho,99000.0,159000.0,15000.0,9.0,9000.0,910.0,1.0,2018-Q4,9.433962264150944,Q4,Fall,West,2018,64.9,47.4,9.6,15.9,7.0,4.5,2018
Illinois,12000.0,12000.0,1400.0,12.0,600.0,350.0,3.0,2018-Q4,11.666666666666666,Q4,Fall,Midwest,2018,27.2,13.1,2.4,2.8,6.9,5.7,2018
Indiana,9000.0,9000.0,3300.0,37.0,40.0,1200.0,13.0,2018-Q4,36.666666666666664,Q4,Fall,Midwest,2018,51.3,21.3,23.8,64.6,35.4,2.3,2018
Iowa,21000.0,21000.0,4200.0,20.0,630.0,80.0,,2018-Q4,20.0,Q4,Fall,Midwest,2018,55.1,27.2,8.9,31.6,29.4,5.6,2018
Kansas,5500.0,5500.0,1000.0,18.0,420.0,10.0,,2018-Q4,18.181818181818183,Q4,Fall,Midwest,2018,62.0,31.3,26.0,43.7,1.6,26.4,2018
Kentucky,7000.0,7000.0,2000.0,29.0,60.0,430.0,6.0,2018-Q4,28.57142857142857,Q4,Fall,South,2018,57.1,41.9,1.2,6.8,5.5,4.3,2018
Louisiana,50000.0,52000.0,2600.0,5.0,130.0,200.0,,2018-Q4,5.0,Q4,Fall,South,2018,16.6,6.7,0.3,5.9,1.0,1.7,2018
Maine,12000.0,12000.0,1400.0,12.0,210.0,880.0,7.0,2018-Q4,11.666666666666666,Q4,Fall,Northeast,2018,9.3,5.1,,0.0,1.2,0.1,2018
Maryland,7000.0,9000.0,690.0,8.0,60.0,90.0,1.0,2018-Q4,7.666666666666666,Q4,Fall,South,2018,16.6,5.3,0.3,1.2,4.9,1.7,2018
Massachusetts,4900.0,4900.0,650.0,13.0,110.0,320.0,7.0,2018-Q4,13.26530612244898,Q4,Fall,Northeast,2018,33.2,9.2,8.1,9.4,3.4,5.3,2018
Michigan,77000.0,77000.0,6000.0,8.0,3900.0,1800.0,2.0,2018-Q4,7.792207792207792,Q4,Fall,Midwest,2018,52.0,31.2,15.6,15.1,2.4,6.6,2018
Minnesota,84000.0,86000.0,11500.0,13.0,2500.0,590.0,1.0,2018-Q4,13.372093023255813,Q4,Fall,Midwest,2018,28.4,5.2,4.2,7.9,3.8,2.4,2018
Mississippi,14500.0,25000.0,2000.0,8.0,330.0,50.0,,2018-Q4,8.0,Q4,Fall,South,2018,26.5,6.7,0.2,0.5,3.0,4.5,2018
Missouri,10000.0,10000.0,880.0,9.0,170.0,150.0,2.0,2018-Q4,8.799999999999999,Q4,Fall,Midwest,2018,37.0,10.0,1.1,2.3,1.9,4.1,2018
Montana,98000.0,102000.0,5500.0,5.0,3100.0,500.0,,2018-Q4,5.392156862745098,Q4,Fall,West,2018,40.7,13.0,5.6,17.5,2.9,,2018
Nebraska,45000.0,45000.0,5000.0,11.0,7000.0,840.0,2.0,2018-Q4,11.11111111111111,Q4,Fall,Midwest,2018,3.0,0.7,0.7,0.3,2.9,1.0,2018
New Jersey,15500.0,15500.0,1300.0,8.0,30.0,80.0,1.0,2018-Q4,8.38709677419355,Q4,Fall,Northeast,2018,14.0,3.2,0.1,0.0,5.4,0.3,2018
New Mexico,8000.0,8000.0,3000.0,38.0,50.0,0.0,0.0,2018-Q4,37.5,Q4,Fall,West,2018,81.3,0.8,3.7,0.1,8.0,1.2,2018
New York,53000.0,53000.0,4400.0,8.0,1000.0,1500.0,3.0,2018-Q4,8.30188679245283,Q4,Fall,Northeast,2018,26.0,4.5,7.8,2.4,7.8,0.7,2018
North Carolina,16000.0,16000.0,2700.0,17.0,250.0,300.0,2.0,2018-Q4,16.875,Q4,Fall,South,2018,53.0,10.4,3.8,2.0,11.1,5.2,2018
North Dakota,430000.0,435000.0,29000.0,7.0,7500.0,1500.0,,2018-Q4,6.666666666666667,Q4,Fall,Midwest,2018,29.5,9.4,8.1,10.6,4.3,4.6,2018
Ohio,15500.0,15500.0,2100.0,14.0,170.0,450.0,3.0,2018-Q4,13.548387096774196,Q4,Fall,Midwest,2018,29.3,5.8,0.1,8.1,2.4,9.9,2018
Oklahoma,2200.0,57000.0,2500.0,4.0,60.0,20.0,,2018-Q4,4.385964912280701,Q4,Fall,South,2018,13.1,0.4,,0.0,,0.3,2018
Oregon,89000.0,101000.0,13000.0,13.0,10500.0,12000.0,12.0,2018-Q4,12.871287128712872,Q4,Fall,West,2018,44.1,4.6,16.0,14.8,0.9,0.2,2018
Pennsylvania,21000.0,21000.0,4000.0,19.0,270.0,1500.0,7.0,2018-Q4,19.047619047619047,Q4,Fall,Northeast,2018,26.9,10.7,6.7,13.0,7.8,5.4,2018
South Carolina,10000.0,12500.0,1500.0,12.0,770.0,790.0,6.0,2018-Q4,12.0,Q4,Fall,South,2018,32.2,16.1,0.3,1.4,1.3,5.5,2018
South Dakota,140000.0,140000.0,21000.0,15.0,2000.0,430.0,,2018-Q4,15.0,Q4,Fall,Midwest,2018,12.8,1.3,7.0,1.6,2.1,2.5,2018
Tennessee,8000.0,8500.0,1900.0,22.0,30.0,370.0,4.0,2018-Q4,22.35294117647059,Q4,Fall,South,2018,49.8,20.8,1.9,11.4,9.1,5.1,2018
Texas,116000.0,260000.0,17000.0,7.0,11000.0,70.0,,2018-Q4,6.538461538461539,Q4,Fall,South,2018,18.6,18.5,5.5,3.0,6.2,3.7,2018
Utah,27000.0,27000.0,3400.0,13.0,180.0,400.0,1.0,2018-Q4,12.592592592592592,Q4,Fall,West,2018,48.0,9.8,5.5,8.0,6.5,4.9,2018
Vermont,6500.0,6500.0,170.0,3.0,10.0,20.0,,2018-Q4,2.6153846153846154,Q4,Fall,Northeast,2018,6.2,1.3,0.0,0.0,0.8,0.7,2018
Virginia,7000.0,7000.0,1100.0,16.0,80.0,1300.0,19.0,2018-Q4,15.714285714285714,Q4,Fall,South,2018,57.1,38.4,12.1,13.1,5.8,2.8,2018
Washington,75000.0,81000.0,11000.0,14.0,5500.0,1400.0,2.0,2018-Q4,13.580246913580247,Q4,Fall,West,2018,34.5,0.5,11.7,4.9,3.3,1.3,2018
West Virginia,7000.0,7000.0,1200.0,17.0,50.0,70.0,1.0,2018-Q4,17.142857142857142,Q4,Fall,South,2018,29.5,15.2,0.6,7.2,4.2,6.8,2018
Wisconsin,48000.0,48000.0,8500.0,18.0,1600.0,530.0,1.0,2018-Q4,17.708333333333336,Q4,Fall,Midwest,2018,29.9,28.3,1.5,24.5,7.6,5.2,2018
Wyoming,30000.0,32000.0,2700.0,8.0,220.0,0.0,0.0,2018-Q4,8.4375,Q4,Fall,West,2018,43.9,7.9,2.6,6.8,1.0,1.4,2018
Other,8370.0,8670.0,1150.0,13.0,20.0,500.0,6.0,2018-Q4,13.264129181084197,Q4,Fall,Other,2018,12.7,0.2,0.2,5.4,1.5,5.4,2018
Alabama,5500.0,5500.0,650.0,12.0,800.0,200.0,4.0,2019-Q1,11.818181818181818,Q1,Winter,South,2019,27.2,22.7,1.8,0.3,3.1,9.0,2019
Arizona,22000.0,22000.0,2500.0,11.0,430.0,90.0,,2019-Q1,11.363636363636363,Q1,Winter,West,2019,25.8,7.9,6.5,16.2,8.4,0.2,2019
Arkansas,28000.0,28000.0,6500.0,23.0,20.0,20.0,,2019-Q1,23.214285714285715,Q1,Winter,South,2019,19.5,1.5,3.3,55.3,0.7,2.9,2019
California,1140000.0,1580000.0,235000.0,15.0,83000.0,86000.0,5.0,2019-Q1,14.873417721518987,Q1,Winter,West,2019,43.5,13.4,6.4,12.3,8.7,5.6,2019
Colorado,5000.0,7500.0,320.0,4.0,0.0,0.0,0.0,2019-Q1,4.266666666666667,Q1,Winter,West,2019,11.2,0.3,0.0,0.0,2.5,0.6,2019
Connecticut,3100.0,3100.0,270.0,9.0,170.0,10.0,,2019-Q1,8.709677419354838,Q1,Winter,Northeast,2019,10.1,1.3,0.0,0.0,3.6,1.7,2019
Florida,300000.0,315000.0,46000.0,15.0,41000.0,16500.0,5.0,2019-Q1,14.603174603174605,Q1,Winter,South,2019,46.9,24.8,5.5,22.9,7.4,5.5,2019
Georgia,120000.0,129000.0,14500.0,11.0,19500.0,8000.0,6.0,2019-Q1,11.24031007751938,Q1,Winter,South,2019,69.6,17.8,7.4,9.6,10.6,4.9,2019
Hawaii,16500.0,16500.0,390.0,2.0,660.0,3700.0,22.0,2019-Q1,2.3636363636363638,Q1,Winter,West,2019,72.1,64.9,0.1,0.7,2.9,0.0,2019
Idaho,132000.0,145000.0,12500.0,9.0,4600.0,1100.0,1.0,2019-Q1,8.620689655172415,Q1,Winter,West,2019,24.5,8.0,8.0,9.2,8.6,,2019
Illinois,9000.0,9000.0,2300.0,26.0,210.0,80.0,1.0,2019-Q1,25.555555555555554,Q1,Winter,Midwest,2019,33.3,14.7,3.1,0.7,15.5,10.1,2019
Indiana,6000.0,6000.0,710.0,12.0,440.0,280.0,5.0,2019-Q1,11.833333333333334,Q1,Winter,Midwest,2019,15.6,8.8,2.6,5.5,7.1,1.7,2019
Iowa,7500.0,11500.0,1600.0,14.0,170.0,140.0,1.0,2019-Q1,13.91304347826087,Q1,Winter,Midwest,2019,34.8,1.7,0.6,0.3,7.7,3.5,2019
Kansas,4500.0,4500.0,1500.0,33.0,370.0,110.0,2.0,2019-Q1,33.33333333333333,Q1,Winter,Midwest,2019,86.9,7.8,2.5,12.2,21.6,4.0,2019
Kentucky,3700.0,4400.0,890.0,20.0,60.0,30.0,1.0,2019-Q1,20.227272727272727,Q1,Winter,South,2019,21.6,12.9,0.1,5.3,10.7,4.6,2019
Louisiana,49000.0,51000.0,3500.0,7.0,9000.0,16000.0,31.0,2019-Q1,6.862745098039216,Q1,Winter,South,2019,57.8,1.3,0.1,0.3,1.0,0.7,2019
Maine,7000.0,7000.0,470.0,7.0,10.0,30.0,,2019-Q1,6.714285714285714,Q1,Winter,Northeast,2019,2.3,0.1,0.0,0.0,1.4,0.8,2019
